"incident_report_number","crime_type","ucr_code","family_violence","occ_date_time","occ_date","occ_time","rep_date_time","rep_date","rep_time","location_type","address","zip_code","council_district","sector","district","pra","census_tract","clearance_status","clearance_date","ucr_category","category_description","x_coordinate","y_coordinate","latitude","longitude","location"
"2021490690","AGG ASSAULT","402","N","2021-02-18T16:39:00.000","2021-02-18T00:00:00.000","1639","2021-02-18T16:39:00.000","2021-02-18T00:00:00.000","1639","STREETS / HWY / ROAD / ALLEY","2000 BURTON DR","78741","3","HE","2","457",,,,"13A","Aggravated Assault","3117931","3117931","30.23334836","-97.73227827","
,  
(30.23334836, -97.73227827)"
"20218001073","ASSAULT BY CONTACT","902","Y","2021-02-18T16:34:00.000","2021-02-18T00:00:00.000","1634","2021-02-18T23:53:00.000","2021-02-18T00:00:00.000","2353","DRUG STORE / DR. OFFICE / HOSPITAL","4110 GUADALUPE ST","78751","9","BA","5","330",,,,,,"3116281","3116281","30.30698583","-97.73552369","
,  
(30.30698583, -97.73552369)"
"2021490848","ASSAULT WITH INJURY","900","N","2021-02-18T16:32:00.000","2021-02-18T00:00:00.000","1632","2021-02-18T16:32:00.000","2021-02-18T00:00:00.000","1632","RESIDENCE / HOME","11805 RAIN FOREST CV","78759","10","AD","7","190",,,,,,"3110300","3110300","30.42105873","-97.7514303","
,  
(30.42105873, -97.7514303)"
"2021490951","AUTO THEFT","700","N","2021-02-18T16:31:00.000","2021-02-18T00:00:00.000","1631","2021-02-18T16:31:00.000","2021-02-18T00:00:00.000","1631","RESIDENCE / HOME","4620 W WILLIAM CANNON DR","78749","8","DA","6","78",,,,"240","Auto Theft","3082914","3082914","30.22442395","-97.8434196","
,  
(30.22442395, -97.8434196)"
"20218001084","BURGLARY NON RESIDENCE","502","N","2021-02-18T16:00:00.000","2021-02-18T00:00:00.000","1600","2021-02-19T14:55:00.000","2021-02-19T00:00:00.000","1455","COMMERCIAL / OFFICE BUILDING","6300 W WILLIAM CANNON DR","78749","8","DA","6","77",,,,"220","Burglary","3076454","3076454","30.23250579","-97.86367189","
,  
(30.23250579, -97.86367189)"
"2021490938","AUTO THEFT","700","N","2021-02-18T15:55:00.000","2021-02-18T00:00:00.000","1555","2021-02-18T15:55:00.000","2021-02-18T00:00:00.000","1555","PARKING LOTS / GARAGE","3226 W SLAUGHTER LN","78748","5","FR","1","99",,,,"240","Auto Theft","3082850","3082850","30.18153149","-97.84472743","
,  
(30.18153149, -97.84472743)"
"2021490878","FELONY ENHANCEMENT/ASSLT W/INJ","909","Y","2021-02-18T15:07:00.000","2021-02-18T00:00:00.000","1507","2021-02-18T15:07:00.000","2021-02-18T00:00:00.000","1507","RESIDENCE / HOME","505 HARDIN CT","78753","4","ED","1","240",,"C","2021-02-18T00:00:00.000",,,"3132037","3132037","30.36786521","-97.68390858","
,  
(30.36786521, -97.68390858)"
"2021490851","FELONY ENHANCEMENT/ASSLT W/INJ","909","Y","2021-02-18T14:48:00.000","2021-02-18T00:00:00.000","1448","2021-02-18T14:48:00.000","2021-02-18T00:00:00.000","1448","RESIDENCE / HOME","2915 S IH 35 SVRD NB","78741","3","HE","2","482",,"C","2021-02-18T00:00:00.000",,,"3114313","3114313","30.22676056","-97.74391451","
,  
(30.22676056, -97.74391451)"
"2021490922","AUTO THEFT","700","N","2021-02-18T14:00:00.000","2021-02-18T00:00:00.000","1400","2021-02-18T17:05:00.000","2021-02-18T00:00:00.000","1705","RESIDENCE / HOME","2309 BERKELEY AVE","78745","5","DA","4","505",,,,"240","Auto Theft","3094586","3094586","30.20938972","-97.8068472","
,  
(30.20938972, -97.8068472)"
"2021490754","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-18T13:15:00.000","2021-02-18T00:00:00.000","1315","2021-02-18T13:15:00.000","2021-02-18T00:00:00.000","1315","RESIDENCE / HOME","1501 E HOWARD LN","78754","7","ED","6","206",,"C","2021-02-18T00:00:00.000",,,"3144856","3144856","30.40514252","-97.64220838","
,  
(30.40514252, -97.64220838)"
"20218001074","ASSAULT BY CONTACT","902","Y","2021-02-18T12:20:00.000","2021-02-18T00:00:00.000","1220","2021-02-18T19:46:00.000","2021-02-18T00:00:00.000","1946","DRUG STORE / DR. OFFICE / HOSPITAL","4110 GUADALUPE ST","78751","9","BA","5","330",,,,,,"3116281","3116281","30.30698583","-97.73552369","
,  
(30.30698583, -97.73552369)"
"20215006517","BURGLARY NON RESIDENCE","502","N","2021-02-18T12:00:00.000","2021-02-18T00:00:00.000","1200","2021-02-19T15:26:00.000","2021-02-19T00:00:00.000","1526","OTHER / UNKNOWN","5656 N IH 35 SVRD SB","78751","4","ID","6","291",,,,"220","Burglary","3124875","3124875","30.31698118","-97.70801039","
,  
(30.31698118, -97.70801039)"
"2021490629","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-18T11:40:00.000","2021-02-18T00:00:00.000","1140","2021-02-18T11:40:00.000","2021-02-18T00:00:00.000","1140","RESIDENCE / HOME","9345 E US 290 HWY SVRD EB","78724","1","CH","7","269",,,,,,"3145599","3145599","30.32884413","-97.64198083","
,  
(30.32884413, -97.64198083)"
"2021490568","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-18T11:03:00.000","2021-02-18T00:00:00.000","1103","2021-02-18T11:03:00.000","2021-02-18T00:00:00.000","1103","SHELTER-MISSION / HOMELESS","1401 GROVE BLVD","78741","3","HE","3","443",,,,,,"3126570","3126570","30.23255093","-97.70493681","
,  
(30.23255093, -97.70493681)"
"20215006487","ARSON","800","N","2021-02-18T10:50:00.000","2021-02-18T00:00:00.000","1050","2021-02-18T10:51:00.000","2021-02-18T00:00:00.000","1051","RESIDENCE / HOME","8410 BEECH DR","78758","4","ED","2","249",,,,,,"3122290","3122290","30.35831527","-97.71508367","
,  
(30.35831527, -97.71508367)"
"20218001075","ASSAULT BY CONTACT","902","Y","2021-02-18T10:20:00.000","2021-02-18T00:00:00.000","1020","2021-02-18T10:25:00.000","2021-02-18T00:00:00.000","1025","DRUG STORE / DR. OFFICE / HOSPITAL","4110 GUADALUPE ST","78751","9","BA","5","330",,,,,,"3116281","3116281","30.30698583","-97.73552369","
,  
(30.30698583, -97.73552369)"
"2021490444","ASSAULT WITH INJURY","900","N","2021-02-18T09:46:00.000","2021-02-18T00:00:00.000","946","2021-02-18T09:46:00.000","2021-02-18T00:00:00.000","946","TRANSPORTATION (AIR / BUS / TRAIN - TERMINALS)","700 E 7TH ST","78701","9","GE","2","382",,,,,,"3116612","3116612","30.26744445","-97.73553891","
,  
(30.26744445, -97.73553891)"
"2021490434","BURGLARY NON RESIDENCE","502","N","2021-02-18T09:22:00.000","2021-02-18T00:00:00.000","922","2021-02-18T10:30:00.000","2021-02-18T00:00:00.000","1030","DEPARTMENT / DISCOUNT STORE","12320 DESSAU RD","78753","7","ED","6","206",,"N","2021-02-20T00:00:00.000","220","Burglary","3143224","3143224","30.38907973","-97.64783433","
,  
(30.38907973, -97.64783433)"
"2021490345","CRIMINAL MISCHIEF","1400","N","2021-02-18T08:01:00.000","2021-02-18T00:00:00.000","801","2021-02-18T08:01:00.000","2021-02-18T00:00:00.000","801","DEPARTMENT / DISCOUNT STORE","2765 E 7TH ST","78702","3","CH","1","419",,,,,,"3124621","3124621","30.25964883","-97.71037407","
,  
(30.25964883, -97.71037407)"
"2021490288","DISTURBANCE - OTHER","3401","N","2021-02-18T07:49:00.000","2021-02-18T00:00:00.000","749","2021-02-18T07:49:00.000","2021-02-18T00:00:00.000","749","RESIDENCE / HOME","1515 WICKERSHAM LN","78741","3","HE","3","442",,"C","2021-02-18T00:00:00.000",,,"3122306","3122306","30.23496305","-97.7183772","
,  
(30.23496305, -97.7183772)"
"2021490290","FAMILY DISTURBANCE","3400","N","2021-02-18T07:48:00.000","2021-02-18T00:00:00.000","748","2021-02-18T07:48:00.000","2021-02-18T00:00:00.000","748","RESIDENCE / HOME","1700 TERI RD","78744","2","FR","5","493",,,,,,"3110784","3110784","30.20524259","-97.75566571","
,  
(30.20524259, -97.75566571)"
"2021490244","CRIMINAL MISCHIEF","1400","N","2021-02-18T06:55:00.000","2021-02-18T00:00:00.000","655","2021-02-18T06:55:00.000","2021-02-18T00:00:00.000","655","CONVENIENCE STORE","1149 AIRPORT BLVD","78721","3","CH","4","425",,,,,,"3128627","3128627","30.27303639","-97.69731647","
,  
(30.27303639, -97.69731647)"
"2021490260","BURGLARY NON RESIDENCE","502","N","2021-02-18T06:07:00.000","2021-02-18T00:00:00.000","607","2021-02-18T06:20:00.000","2021-02-18T00:00:00.000","620","OTHER / UNKNOWN","10125 N IH 35 SVRD NB","78753","4","ED","7","241",,"N","2021-02-20T00:00:00.000","220","Burglary","3132525","3132525","30.36501021","-97.68243919","
,  
(30.36501021, -97.68243919)"
"2021490228","BURGLARY NON RESIDENCE","502","N","2021-02-18T05:22:00.000","2021-02-18T00:00:00.000","522","2021-02-18T05:22:00.000","2021-02-18T00:00:00.000","522","SPECIALTY  STORE (TV  FUR ETC.)","8222 N LAMAR BLVD","78758","4","ED","2","249",,"N","2021-02-20T00:00:00.000","220","Burglary","3124293","3124293","30.35162402","-97.7089132","
,  
(30.35162402, -97.7089132)"
"2021490198","DAMAGE CITY VEHICLE","3832","N","2021-02-18T04:58:00.000","2021-02-18T00:00:00.000","458","2021-02-18T04:58:00.000","2021-02-18T00:00:00.000","458","STREETS / HWY / ROAD / ALLEY","2731 E CESAR CHAVEZ ST","78702","3","CH","1","420",,"N","2021-02-18T00:00:00.000",,,"3123838","3123838","30.25294845","-97.71303667","
,  
(30.25294845, -97.71303667)"
"2021490187","DATING DISTURBANCE","2400","N","2021-02-18T04:25:00.000","2021-02-18T00:00:00.000","425","2021-02-18T04:25:00.000","2021-02-18T00:00:00.000","425","ARENA / STADIUM / FAIRGROUNDS / COLISEUM","900 BARTON SPRINGS RD","78704","9","DA","1","438",,,,,,"3110900","3110900","30.26023957","-97.7538299","
,  
(30.26023957, -97.7538299)"
"2021490162","FAMILY DISTURBANCE","3400","N","2021-02-18T03:28:00.000","2021-02-18T00:00:00.000","328","2021-02-18T03:28:00.000","2021-02-18T00:00:00.000","328","HOTEL / MOTEL / ETC.","6300 E US 290 HWY SVRD WB","78752","4","ID","1","280",,"C","2021-02-18T00:00:00.000",,,"3127149","3127149","30.32307327","-97.70063525","
,  
(30.32307327, -97.70063525)"
"2021490098","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-18T01:45:00.000","2021-02-18T00:00:00.000","145","2021-02-18T01:45:00.000","2021-02-18T00:00:00.000","145","RESIDENCE / HOME","5102 CLOVERDALE LN","78723","1","ID","4","295",,,,,,"3130927","3130927","30.30072086","-97.68927016","
,  
(30.30072086, -97.68927016)"
"2021490190","BURGLARY NON RESIDENCE","502","N","2021-02-18T01:00:00.000","2021-02-18T00:00:00.000","100","2021-02-18T04:30:00.000","2021-02-18T00:00:00.000","430","BANKS / SAVINGS & LOAN","1144 AIRPORT BLVD","78702","3","CH","2","423",,"N","2021-02-19T00:00:00.000","220","Burglary","3128398","3128398","30.27220467","-97.69806481","
,  
(30.27220467, -97.69806481)"
"2021490051","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-18T00:55:00.000","2021-02-18T00:00:00.000","55","2021-02-18T00:55:00.000","2021-02-18T00:00:00.000","55","RESIDENCE / HOME","2801 S LAKELINE BLVD","78613","6","AD","6","118",,,,,,"3091501","3091501","30.47516088","-97.80967292","
,  
(30.47516088, -97.80967292)"
"2021481697","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-18T00:42:00.000","2021-02-18T00:00:00.000","42","2021-02-18T00:42:00.000","2021-02-18T00:00:00.000","42","RESIDENCE / HOME","800 W 5TH ST","78703","9","GE","1","373",,"C","2021-02-19T00:00:00.000",,,"3111631","3111631","30.26965724","-97.75126204","
,  
(30.26965724, -97.75126204)"
"2021490003","FAMILY DISTURBANCE","3400","N","2021-02-18T00:01:00.000","2021-02-18T00:00:00.000","1","2021-02-18T00:01:00.000","2021-02-18T00:00:00.000","1","RESIDENCE / HOME","11411 WALNUT RIDGE DR","78753","1","ED","7","759",,,,,,"3137142","3137142","30.3763866","-97.66748075","
,  
(30.3763866, -97.66748075)"
"20215006471","BURGLARY NON RESIDENCE","502","N","2021-02-18T00:00:00.000","2021-02-18T00:00:00.000","0","2021-02-18T09:28:00.000","2021-02-18T00:00:00.000","928","RESTAURANTS","1700 S LAMAR BLVD","78704","5","DA","1","470",,"N","2021-02-19T00:00:00.000","220","Burglary","3107095","3107095","30.25137737","-97.76612074","
,  
(30.25137737, -97.76612074)"
"2021481701","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-17T23:46:00.000","2021-02-17T00:00:00.000","2346","2021-02-17T23:46:00.000","2021-02-17T00:00:00.000","2346","RESIDENCE / HOME","8210 RESEARCH BLVD SVRD SB","78757","7","ID","7","248",,"C","2021-02-18T00:00:00.000",,,"3121883","3121883","30.35401218","-97.71649122","
,  
(30.35401218, -97.71649122)"
"2021481679","BURGLARY NON RESIDENCE","502","N","2021-02-17T23:25:00.000","2021-02-17T00:00:00.000","2325","2021-02-17T23:25:00.000","2021-02-17T00:00:00.000","2325","LIQUOR STORE","9901 BRODIE LN","78748","5","FR","1","99",,,,"220","Burglary","3081886","3081886","30.18520003","-97.84768472","
,  
(30.18520003, -97.84768472)"
"2021481669","CRIMINAL MISCHIEF-NO SUSPECT","1400","N","2021-02-17T23:17:00.000","2021-02-17T00:00:00.000","2317","2021-02-17T23:17:00.000","2021-02-17T00:00:00.000","2317","GAS / SERVICE STATIONS","9061 RESEARCH BLVD SVRD NB","78758","7","AD","1","217",,,,,,"3118443","3118443","30.37423483","-97.72685423","
,  
(30.37423483, -97.72685423)"
"2021481643","AGG ASSAULT","402","N","2021-02-17T22:53:00.000","2021-02-17T00:00:00.000","2253","2021-02-17T22:53:00.000","2021-02-17T00:00:00.000","2253","RESIDENCE / HOME","9024 NORTHGATE BLVD","78758","4","ED","2","235",,,,"13A","Aggravated Assault","3121526","3121526","30.37025069","-97.71718296","
,  
(30.37025069, -97.71718296)"
"2021481620","DAMAGE CITY PROP","3817","N","2021-02-17T22:39:00.000","2021-02-17T00:00:00.000","2239","2021-02-17T22:39:00.000","2021-02-17T00:00:00.000","2239","STREETS / HWY / ROAD / ALLEY","715 E 8TH ST","78701","9","GE","2","382",,"N","2021-02-18T00:00:00.000",,,"3116884","3116884","30.26755343","-97.73467415","
,  
(30.26755343, -97.73467415)"
"2021481611","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-17T22:22:00.000","2021-02-17T00:00:00.000","2222","2021-02-17T22:22:00.000","2021-02-17T00:00:00.000","2222","RESIDENCE / HOME","12101 N LAMAR BLVD","78753","7","ED","4","205",,,,,,"3133120","3133120","30.39588724","-97.67970244","
,  
(30.39588724, -97.67970244)"
"2021481626","DAMAGE CITY VEHICLE","3832","N","2021-02-17T22:15:00.000","2021-02-17T00:00:00.000","2215","2021-02-17T22:46:00.000","2021-02-17T00:00:00.000","2246","STREETS / HWY / ROAD / ALLEY","9100 BLOCK S IH 35 SB","78748","5","FR","2","666",,,,,,"3101219","3101219","30.16597903","-97.78698767","
,  
(30.16597903, -97.78698767)"
"2021481602","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-17T22:09:00.000","2021-02-17T00:00:00.000","2209","2021-02-17T22:09:00.000","2021-02-17T00:00:00.000","2209","RESIDENCE / HOME","12125 BLACK ANGUS DR","78727","6","AD","3","191",,"C","2021-02-17T00:00:00.000",,,"3116932","3116932","30.42117258","-97.73038023","
,  
(30.42117258, -97.73038023)"
"2021481649","INJ TO ELDERLY   FAM/DATE VIOL","2012","Y","2021-02-17T21:30:00.000","2021-02-17T00:00:00.000","2130","2021-02-18T02:05:00.000","2021-02-18T00:00:00.000","205","RESIDENCE / HOME","8719 MOUNTAIN RIDGE DR","78759","10","BA","8","230",,"C","2021-02-18T00:00:00.000",,,"3109755","3109755","30.38436586","-97.75414171","
,  
(30.38436586, -97.75414171)"
"20218001032","THEFT CATALYTIC CONVERTER","620","N","2021-02-17T21:20:00.000","2021-02-17T00:00:00.000","2120","2021-02-18T09:37:00.000","2021-02-18T00:00:00.000","937","PARKING LOTS / GARAGE","8321 LAZY LN","78757","7","ID","7","248",,"N","2021-02-19T00:00:00.000","23F","Theft","3121815","3121815","30.35641631","-97.71664165","
,  
(30.35641631, -97.71664165)"
"2021481671","POSS OF DRUG PARAPHERNALIA","1818","N","2021-02-17T21:19:00.000","2021-02-17T00:00:00.000","2119","2021-02-18T00:23:00.000","2021-02-18T00:00:00.000","23","PARKING LOTS / GARAGE","2000 MONTOPOLIS DR","78741","3","HE","4","458",,"N","2021-02-18T00:00:00.000",,,"3126672","3126672","30.22283549","-97.70487815","
,  
(30.22283549, -97.70487815)"
"2021481554","BURGLARY NON RESIDENCE","502","N","2021-02-17T21:15:00.000","2021-02-17T00:00:00.000","2115","2021-02-17T21:15:00.000","2021-02-17T00:00:00.000","2115","DEPARTMENT / DISCOUNT STORE","8666 SPRICEWOOD SPRINGS RD",,,,,,,,,"220","Burglary",,,,,
"2021481546","CRIMINAL TRESPASS","2716","N","2021-02-17T21:00:00.000","2021-02-17T00:00:00.000","2100","2021-02-17T21:45:00.000","2021-02-17T00:00:00.000","2145","DEPARTMENT / DISCOUNT STORE","2021 GUADALUPE ST","78705","9","BA","1","362",,,,,,"3114666","3114666","30.28346032","-97.74127482","
,  
(30.28346032, -97.74127482)"
"2021481515","AUTO THEFT","700","N","2021-02-17T20:40:00.000","2021-02-17T00:00:00.000","2040","2021-02-17T20:40:00.000","2021-02-17T00:00:00.000","2040","STREETS / HWY / ROAD / ALLEY","1817 E OLTORF ST","78741","3","HE","2","482",,,,"240","Auto Theft","3116626","3116626","30.2316152","-97.73645832","
,  
(30.2316152, -97.73645832)"
"2021481513","DEADLY CONDUCT","408","N","2021-02-17T20:38:00.000","2021-02-17T00:00:00.000","2038","2021-02-17T20:38:00.000","2021-02-17T00:00:00.000","2038","RESIDENCE / HOME","1054 SPRINGDALE RD","78721","1","CH","4","425",,,,"13A","Aggravated Assault","3129983","3129983","30.27185395","-97.69305203","
,  
(30.27185395, -97.69305203)"
"2021481455","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-17T19:55:00.000","2021-02-17T00:00:00.000","1955","2021-02-17T19:55:00.000","2021-02-17T00:00:00.000","1955","PARKING LOTS / GARAGE","6133 E BEN WHITE BLVD SVRD EB","78744","2","FR","6","496",,"C","2021-02-17T00:00:00.000",,,"3124123","3124123","30.2116812","-97.71325357","
,  
(30.2116812, -97.71325357)"
"2021481435","BURGLARY NON RESIDENCE","502","N","2021-02-17T19:47:00.000","2021-02-17T00:00:00.000","1947","2021-02-17T19:47:00.000","2021-02-17T00:00:00.000","1947","INDUSTRIAL SITE","7032 E US 290 HWY WB","78752","1","ID","2","266",,"N","2021-02-20T00:00:00.000","220","Burglary","3133348","3133348","30.32312196","-97.68098083","
,  
(30.32312196, -97.68098083)"
"2021481437","ASSAULT BY CONTACT","902","N","2021-02-17T19:46:00.000","2021-02-17T00:00:00.000","1946","2021-02-17T19:46:00.000","2021-02-17T00:00:00.000","1946","RESIDENCE / HOME","8312 N IH 35 SVRD SB","78753","4","ED","1","250",,"N","2021-02-18T00:00:00.000",,,"3128227","3128227","30.34664576","-97.69657342","
,  
(30.34664576, -97.69657342)"
"2021481431","PUBLIC INTOXICATION","2300","N","2021-02-17T19:40:00.000","2021-02-17T00:00:00.000","1940","2021-02-17T19:40:00.000","2021-02-17T00:00:00.000","1940","HOTEL / MOTEL / ETC.","701 CONGRESS AVE","78701","9","GE","2","381",,,,,,"3114566","3114566","30.26905177","-97.74197853","
,  
(30.26905177, -97.74197853)"
"2021481416","VIOL CITY ORDINANCE - OTHER","3299","N","2021-02-17T19:26:00.000","2021-02-17T00:00:00.000","1926","2021-02-17T19:26:00.000","2021-02-17T00:00:00.000","1926","STREETS / HWY / ROAD / ALLEY","913 E CESAR CHAVEZ ST","78702","3","CH","1","409",,,,,,"3116897","3116897","30.26047158","-97.73482357","
,  
(30.26047158, -97.73482357)"
"2021481383","ASSAULT WITH INJURY","900","N","2021-02-17T19:02:00.000","2021-02-17T00:00:00.000","1902","2021-02-17T19:25:00.000","2021-02-17T00:00:00.000","1925","STREETS / HWY / ROAD / ALLEY","W 33RD ST / GUADALUPE ST","78705","9","BA","1","346",,,,,,"3114934","3114934","30.2997603","-97.73998759","
,  
(30.2997603, -97.73998759)"
"20215006473","THEFT","600","N","2021-02-17T19:00:00.000","2021-02-17T00:00:00.000","1900","2021-02-18T10:08:00.000","2021-02-18T00:00:00.000","1008","RESIDENCE / HOME","11606 N LAMAR BLVD","78758","7","ED","4","2213",,,,"23H","Theft","3131520","3131520","30.38508197","-97.68507565","
,  
(30.38508197, -97.68507565)"
"2021481324","BURGLARY NON RESIDENCE","502","N","2021-02-17T18:30:00.000","2021-02-17T00:00:00.000","1830","2021-02-17T18:30:00.000","2021-02-17T00:00:00.000","1830","DEPARTMENT / DISCOUNT STORE","4701 E MARTIN LUTHER KING JR BLVD","78721","1","CH","4","396",,,,"220","Burglary","3133747","3133747","30.28583287","-97.680741","
,  
(30.28583287, -97.680741)"
"2021490645","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-17T18:00:00.000","2021-02-17T00:00:00.000","1800","2021-02-18T11:54:00.000","2021-02-18T00:00:00.000","1154","RESIDENCE / HOME","7117 WOOD HOLLOW DR","78731","10","BA","8","256",,,,,,"3110586","3110586","30.35446843","-97.75230576","
,  
(30.35446843, -97.75230576)"
"2021481259","AGG ASSAULT","402","N","2021-02-17T17:46:00.000","2021-02-17T00:00:00.000","1746","2021-02-17T17:46:00.000","2021-02-17T00:00:00.000","1746","RESIDENCE / HOME","3201 DUVAL RD","78759","7","AD","2","201",,"N","2021-02-18T00:00:00.000","13A","Aggravated Assault","3120715","3120715","30.40943021","-97.71869315","
,  
(30.40943021, -97.71869315)"
"2021481229","FAMILY DISTURBANCE","3400","N","2021-02-17T17:08:00.000","2021-02-17T00:00:00.000","1708","2021-02-17T18:51:00.000","2021-02-17T00:00:00.000","1851","HOTEL / MOTEL / ETC.","12833 N FM 620 RD NB","78750","6","AD","6","152",,"N","2021-02-18T00:00:00.000",,,"3094203","3094203","30.46627531","-97.80132683","
,  
(30.46627531, -97.80132683)"
